(41996,one-off)
(19399,monthly,5 year (s))
(44218,daily,0 month (s))
(54628,yearly,12 year (s))
(7487,yearly,21 year (s))
(11679,yearly,22 year (s))
(57366,daily,22day (s))
(16798,daily,1 month (s))
(36418,monthly,2 year (s))
(18367,monthly,5 year (s))
(9628,monthly,3 year (s))
(23532,monthly,4 year (s))
(42732,monthly,5 year (s))
(19827,yearly,14 year (s))
(15539,daily,22day (s))
(49966,daily,1 month (s))
(3575,daily,23day (s))
(45880,yearly,18 year (s))
(32629,one-off)
(13161,daily,1 month (s))
(50869,monthly,2 year (s))
(41447,yearly,5 year (s))
(51721,one-off)
(33387,monthly,3 year (s))
(44282,one-off)
(25154,yearly,7 year (s))
(10327,monthly,6 year (s))
(53284,daily,1 month (s))
(45494,monthly,3 year (s))
(46582,daily,1 month (s))
(27042,yearly,21 year (s))
(58261,daily,9day (s))
(36776,monthly,1 year (s))
(40046,yearly,3 year (s))
(24247,one-off)
(40656,one-off)
(22624,one-off)
(47528,yearly,8 year (s))
(4764,one-off)
(45575,yearly,28 year (s))
(56091,yearly,13 year (s))
(35166,monthly,3 year (s))
(47941,one-off)
(28764,daily,24day (s))
(15376,yearly,12 year (s))
(8820,yearly,8 year (s))
(7778,one-off)
(49092,daily,1 month (s))
(33140,yearly,5 year (s))
(40039,monthly,5 year (s))
(52369,monthly,2 year (s))
(46420,yearly,25 year (s))
(16904,monthly,3 year (s))
(41452,yearly,9 year (s))
(51009,daily,1 month (s))
(42368,monthly,2 year (s))
(19113,one-off)
(36755,yearly,25 year (s))
(14852,monthly,3 year (s))
(54837,daily,1 month (s))
(29378,daily,22day (s))
(50267,monthly,1 year (s))
(19308,one-off)
(45677,monthly,7 year (s))
(16719,monthly,5 year (s))
(52350,monthly,3 month (s))
(40133,monthly,3 year (s))
(14192,daily,11day (s))
(23454,monthly,4 year (s))
(48032,daily,1 month (s))
(46457,one-off)
(33153,daily,1 month (s))
(46862,one-off)
(13525,daily,9day (s))
(4024,monthly,4 month (s))
(30296,daily,1 month (s))
(35138,yearly,20 year (s))
(37983,daily,22day (s))
(48136,daily,1 month (s))
(3310,yearly,3 year (s))
(6134,one-off)
(9765,monthly,4 year (s))
(35842,yearly,22 year (s))
(31808,daily,9day (s))
(50130,one-off)
(20223,monthly,4 year (s))
(47092,daily,1 month (s))
(34875,yearly,28 year (s))
(4719,yearly,19 year (s))
(19482,yearly,35 year (s))
(38767,yearly,11 year (s))
(13616,daily,13day (s))
(36225,daily,19day (s))
(23795,daily,23day (s))
(51517,yearly,3 year (s))
(33279,yearly,23 year (s))
(19957,one-off)
(47150,yearly,45 year (s))
(33960,yearly,12 year (s))
(6567,monthly,7 year (s))
(10752,monthly,6 year (s))
(53423,one-off)
(57929,daily,1 month (s))
(5820,yearly,28 year (s))
(29840,yearly,26 year (s))
(20037,daily,4day (s))
(38765,daily,1 month (s))
(24818,daily,1 month (s))
(30118,yearly,42 year (s))
(27072,monthly,1 year (s))
(51080,yearly,36 year (s))
(31160,yearly,47 year (s))
(34430,daily,1 month (s))
(42205,yearly,7 year (s))
(32872,yearly,1 year (s))
(18003,yearly,26 year (s))
(10248,daily,4day (s))
(37974,monthly,2 year (s))
(43138,one-off)
(8284,yearly,7 year (s))
(11328,monthly,6 year (s))
(12624,daily,1 month (s))
(10618,monthly,1 year (s))
(17529,yearly,29 year (s))
(9251,daily,6day (s))
(39654,daily,18day (s))
(58257,yearly,19 year (s))
(55678,daily,1 month (s))
(23019,yearly,21 year (s))
(31565,yearly,7 year (s))
(4561,yearly,13 year (s))
(32463,daily,21day (s))
(11183,monthly,2 year (s))
(5444,daily,0 month (s))
(33073,monthly,6 year (s))
(26830,one-off)
(42005,monthly,1 year (s))
(15283,monthly,5 year (s))
(37344,daily,18day (s))
(57350,daily,1 month (s))
(15682,daily,1 month (s))
(7965,yearly,21 year (s))
(15734,one-off)
(26932,daily,1 month (s))
(51280,daily,23day (s))
(9509,daily,1 month (s))
(41363,yearly,30 year (s))
(17476,yearly,2 year (s))
(41316,one-off)
(54710,yearly,5 year (s))
(56207,monthly,6 year (s))
(16460,yearly,11 year (s))
(38527,yearly,3 year (s))
(18742,daily,23day (s))
(53302,yearly,21 year (s))
(17961,monthly,2 year (s))
(5858,yearly,14 year (s))
(5909,monthly,7 year (s))
(28027,yearly,21 year (s))
(37508,one-off)
(17984,one-off)
(42858,yearly,13 year (s))
(52118,daily,1 month (s))
(9038,yearly,36 year (s))
(14169,yearly,17 year (s))
(14299,daily,1 month (s))
(13233,monthly,1 year (s))
(24033,yearly,29 year (s))
(39536,monthly,2 year (s))
(47169,daily,3day (s))
(7534,monthly,5 year (s))
(30548,yearly,0 year (s))
(16070,one-off)
(17302,one-off)
(28850,daily,1 month (s))
(35424,one-off)
(37422,monthly,6 month (s))
(4851,one-off)
(34406,yearly,7 year (s))
(32251,yearly,5 year (s))
(34490,daily,1 month (s))
(5075,daily,1 month (s))
(15571,monthly,6 year (s))
(27546,daily,1 month (s))
(21683,monthly,5 year (s))
(21213,monthly,1 year (s))
(4273,daily,15day (s))
(8403,monthly,5 year (s))
(43121,yearly,6 year (s))
(15930,yearly,21 year (s))
(11249,one-off)
(17471,yearly,1 year (s))
(26906,monthly,0 year (s))
(38788,one-off)
(19660,daily,1 month (s))
(17884,daily,25day (s))
(46463,monthly,0 year (s))
(4110,one-off)
(39962,monthly,2 year (s))
(3553,daily,15day (s))
(12581,daily,4day (s))
(31843,daily,13day (s))
(16584,one-off)
(12077,monthly,9 month (s))
(4090,yearly,4 year (s))
(33792,monthly,4 year (s))
(50577,one-off)
(14592,one-off)
(42450,one-off)
(57473,daily,9day (s))
(37138,monthly,3 year (s))
(49647,yearly,1 year (s))
(23683,monthly,6 year (s))
(43044,yearly,21 year (s))
(23723,yearly,36 year (s))
(34144,daily,1 month (s))
(26774,daily,19day (s))
(7905,daily,12day (s))
(57744,yearly,4 year (s))
(38145,yearly,27 year (s))
(8324,yearly,42 year (s))
(14166,monthly,2 year (s))
(9564,one-off)
(32408,daily,1 month (s))
(40780,one-off)
(34862,yearly,19 year (s))
(42085,yearly,11 year (s))
(42601,yearly,18 year (s))
(37035,one-off)
(25377,monthly,3 year (s))
(5250,one-off)
(10521,yearly,4 year (s))
(31340,daily,1 month (s))
(58350,monthly,7 month (s))
(48754,one-off)
(50294,yearly,6 year (s))
(6333,yearly,5 year (s))
(41435,daily,4day (s))
(15261,daily,24day (s))
(3603,daily,1 month (s))
(20662,daily,1 month (s))
(8596,daily,1 month (s))
(5901,daily,5day (s))
(50164,daily,1 month (s))
(55335,monthly,1 year (s))
(43857,monthly,2 year (s))
(23598,yearly,2 year (s))
(6148,one-off)
(14264,monthly,4 month (s))
(8804,monthly,2 year (s))
(49425,one-off)
(24110,monthly,6 year (s))
(35672,one-off)
(23931,monthly,4 year (s))
(39585,monthly,7 year (s))
(31097,monthly,3 year (s))
(50717,monthly,5 year (s))
(14638,monthly,2 year (s))
(55702,daily,1 month (s))
(57676,daily,1 month (s))
(21025,monthly,0 year (s))
(19791,one-off)
(27896,monthly,3 year (s))
(31099,monthly,7 year (s))
(49746,yearly,6 year (s))
(34820,yearly,7 year (s))
(16426,yearly,22 year (s))
(32480,yearly,23 year (s))
(9905,monthly,7 year (s))
(26853,daily,5day (s))
(52278,daily,9day (s))
(35152,yearly,8 year (s))
(13138,one-off)
(41259,yearly,22 year (s))
(18002,yearly,34 year (s))
(34206,daily,1 month (s))
(10739,one-off)
(57228,daily,1 month (s))
(57733,monthly,4 year (s))
(44595,one-off)
(25007,monthly,5 year (s))
(41150,daily,0 month (s))
(13773,daily,8day (s))
(36451,daily,7day (s))
(20307,monthly,5 year (s))
(32061,yearly,9 year (s))
(17632,monthly,4 year (s))
(9806,one-off)
(23734,one-off)
(50706,yearly,5 year (s))
(44080,yearly,6 year (s))
(5172,one-off)
(49207,monthly,1 year (s))
(30507,daily,1 month (s))
(9559,daily,14day (s))
(29219,one-off)
(32799,yearly,21 year (s))
(44044,monthly,6 year (s))
(37319,daily,1 month (s))
(21486,one-off)
(43882,yearly,39 year (s))
(55285,yearly,8 year (s))
(21819,one-off)
(22408,monthly,3 year (s))
(11044,daily,6day (s))
(20778,daily,6day (s))
(37626,yearly,14 year (s))
(33888,yearly,9 year (s))
(54646,yearly,17 year (s))
(46810,yearly,5 year (s))
(48498,daily,1 month (s))
(43812,daily,20day (s))
(55334,one-off)
(26794,daily,15day (s))
(48995,daily,10day (s))
(13630,yearly,34 year (s))
(28440,yearly,34 year (s))
(41912,monthly,3 year (s))
(7837,one-off)
(40004,one-off)
(18656,monthly,1 year (s))
(11771,one-off)
(40729,monthly,4 month (s))
(45159,yearly,27 year (s))
(57400,daily,16day (s))
(14624,monthly,4 year (s))
(17743,one-off)
(6371,daily,15day (s))
(50058,one-off)
(6864,yearly,41 year (s))
(31968,monthly,8 month (s))
(4187,daily,26day (s))
(56160,one-off)
(20261,one-off)
(12542,one-off)
(13893,daily,1 month (s))
(50199,yearly,16 year (s))
(23915,monthly,6 year (s))
(32607,daily,1 month (s))
(30420,monthly,5 year (s))
(23408,daily,11day (s))
(47873,yearly,10 year (s))
(36160,monthly,5 year (s))
(53804,monthly,4 year (s))
(25351,daily,1 month (s))
(10342,yearly,17 year (s))
(43841,one-off)
(50112,daily,16day (s))
(38433,monthly,8 month (s))
(12762,yearly,12 year (s))
(6526,yearly,27 year (s))
(47812,yearly,2 year (s))
(14973,monthly,1 year (s))
(19723,monthly,5 year (s))
(42936,yearly,2 year (s))
(31973,daily,1 month (s))
(7626,one-off)
(44152,daily,8day (s))
(30421,daily,11day (s))
(55168,daily,1 month (s))
(20152,one-off)
(3480,monthly,1 year (s))
(55981,monthly,4 year (s))
(47909,monthly,2 year (s))
(57078,one-off)
(28693,yearly,25 year (s))
(42149,daily,4day (s))
(24066,yearly,15 year (s))
(48194,monthly,5 year (s))
(20410,monthly,6 year (s))
(53377,yearly,4 year (s))
(38085,daily,1 month (s))
(51106,daily,10day (s))
(19385,one-off)
(12854,monthly,1 year (s))
(35794,one-off)
(32426,yearly,35 year (s))
(11308,daily,1 month (s))
(22031,yearly,7 year (s))
(39443,one-off)
(33522,yearly,11 year (s))
(25788,yearly,22 year (s))
(23600,monthly,4 year (s))
(42231,one-off)
(15954,one-off)
(49448,one-off)
(16893,daily,1 month (s))
(57052,yearly,8 year (s))
(5508,one-off)
(34937,one-off)
(35611,yearly,37 year (s))
(30125,daily,4day (s))
(23702,daily,24day (s))
(26552,yearly,30 year (s))
(15247,yearly,15 year (s))
(7155,yearly,5 year (s))
(48635,yearly,12 year (s))
(33200,monthly,6 year (s))
(32510,one-off)
(29879,monthly,5 year (s))
(24636,yearly,21 year (s))
(4842,monthly,3 year (s))
(43028,one-off)
(45708,monthly,3 month (s))
(14908,monthly,4 year (s))
(51211,monthly,7 year (s))
(16175,yearly,22 year (s))
(13191,monthly,1 year (s))
(19557,one-off)
(42990,monthly,4 year (s))
(6110,monthly,1 year (s))
(40141,one-off)
(51616,monthly,4 year (s))
(41770,yearly,13 year (s))
(10842,yearly,14 year (s))
(51726,yearly,3 year (s))
(52132,yearly,3 year (s))
(51895,monthly,7 year (s))
(55030,one-off)
(45504,monthly,1 year (s))
(38898,monthly,2 year (s))
(31350,daily,0 month (s))
(4906,yearly,4 year (s))
(51866,monthly,6 year (s))
(9150,yearly,26 year (s))
(25157,monthly,7 year (s))
(57995,yearly,18 year (s))
(16330,one-off)
(42355,monthly,7 month (s))
(25926,monthly,0 year (s))
(55308,one-off)
(24890,yearly,32 year (s))
(27431,yearly,3 year (s))
(18737,daily,1 month (s))
(26419,yearly,15 year (s))
(31146,yearly,28 year (s))
(43161,yearly,25 year (s))
(10460,monthly,3 year (s))
(25407,yearly,19 year (s))
(18151,monthly,6 year (s))
(23760,yearly,31 year (s))
(9545,monthly,7 year (s))
(46896,monthly,5 year (s))
(22897,monthly,6 year (s))
(16429,daily,22day (s))
(42034,monthly,0 year (s))
(24507,daily,12day (s))
(28726,daily,1 month (s))
(20180,yearly,37 year (s))
(49973,daily,0 month (s))
(16052,daily,1 month (s))
(5368,daily,1 month (s))
(12357,monthly,5 year (s))
(51345,daily,1 month (s))
(53156,daily,1 month (s))
(3892,yearly,27 year (s))
(20230,yearly,14 year (s))
(19622,daily,3day (s))
(10281,one-off)
(46702,yearly,28 year (s))
(19893,yearly,3 year (s))
(21588,daily,26day (s))
(38986,monthly,5 year (s))
(42275,monthly,5 year (s))
(25517,monthly,2 year (s))
(21521,monthly,3 year (s))
(3639,monthly,3 month (s))
(3685,yearly,26 year (s))
(20570,one-off)
(57029,yearly,17 year (s))
(34802,monthly,7 year (s))
(23608,yearly,22 year (s))
(9691,one-off)
(9053,daily,1 month (s))
(36970,yearly,22 year (s))
(57498,yearly,2 year (s))
(12402,monthly,1 year (s))
(22953,yearly,14 year (s))
(3745,monthly,3 year (s))
(52232,one-off)
(3719,yearly,11 year (s))
(18862,monthly,1 year (s))
(56791,daily,1 month (s))
(50663,yearly,9 year (s))
(53180,daily,9day (s))
(26379,daily,16day (s))
(33734,monthly,2 year (s))
(36202,one-off)
(16984,yearly,21 year (s))
(49598,yearly,6 year (s))
(23578,monthly,4 month (s))
(28941,monthly,1 year (s))
(48147,daily,1 month (s))
(9206,yearly,27 year (s))
(41194,monthly,5 year (s))
(43176,one-off)
(53913,daily,1 month (s))
(47065,one-off)
(5328,one-off)
(38944,daily,8day (s))
(24322,yearly,3 year (s))
(4840,daily,8day (s))
(51844,monthly,5 year (s))
(50575,monthly,6 month (s))
(4159,monthly,1 year (s))
(45482,one-off)
(10283,monthly,1 year (s))
(55369,yearly,19 year (s))
(45366,yearly,4 year (s))
(12644,one-off)
(53044,yearly,36 year (s))
(33548,yearly,26 year (s))
(38442,yearly,5 year (s))
(36779,daily,1 month (s))
(31344,yearly,4 year (s))
(14985,monthly,3 year (s))
(8930,monthly,1 year (s))
(45361,daily,1 month (s))
(11327,monthly,9 month (s))
(37563,monthly,3 year (s))
(32715,monthly,3 year (s))
(51041,monthly,2 year (s))
(57948,yearly,21 year (s))
(45158,daily,1 month (s))
(30203,daily,6day (s))
(11297,daily,1 month (s))
(54770,yearly,33 year (s))
(41384,one-off)
(30070,monthly,4 year (s))
(5719,daily,14day (s))
(18980,yearly,14 year (s))
(45745,monthly,5 year (s))
(39630,yearly,2 year (s))
(32803,yearly,16 year (s))
(52053,daily,1 month (s))
(47360,yearly,6 year (s))
(5630,one-off)
(15370,daily,1 month (s))
(28319,monthly,6 year (s))
(11819,yearly,6 year (s))
(12008,monthly,3 year (s))
(50758,yearly,36 year (s))
(47196,monthly,5 year (s))
(32057,monthly,4 year (s))
(13435,monthly,6 year (s))
(55165,monthly,5 year (s))
(40088,monthly,5 year (s))
(31262,yearly,30 year (s))
(19789,monthly,4 year (s))
(47724,monthly,3 year (s))
(30527,one-off)
(13149,daily,1 month (s))
(6066,monthly,0 year (s))
(27803,yearly,4 year (s))
(40833,monthly,6 year (s))
(28866,monthly,1 year (s))
(20797,yearly,28 year (s))
(53450,daily,1 month (s))
(9189,yearly,9 year (s))
(10160,daily,6day (s))
(33495,one-off)
(31538,monthly,3 year (s))
(26999,monthly,1 year (s))
(17590,monthly,1 year (s))
(3938,daily,22day (s))
(12231,monthly,3 year (s))
(57240,daily,25day (s))
(39895,yearly,5 year (s))
(11945,yearly,17 year (s))
(16326,yearly,36 year (s))
(26986,daily,1 month (s))
(27536,monthly,3 year (s))
(45925,one-off)
(8662,one-off)
(3923,daily,10day (s))
(25073,monthly,7 year (s))
(53549,yearly,12 year (s))
(34889,monthly,1 year (s))
(48735,yearly,27 year (s))
(12999,yearly,36 year (s))
(34298,one-off)
(19328,yearly,17 year (s))
(17188,yearly,9 year (s))
(3877,monthly,2 year (s))
(30533,yearly,28 year (s))
(6548,yearly,4 year (s))
(35106,monthly,6 year (s))
(6985,yearly,10 year (s))
(41928,monthly,6 year (s))
(50369,yearly,8 year (s))
(27196,daily,20day (s))
(34914,yearly,15 year (s))
(31951,daily,1 month (s))
(21043,yearly,33 year (s))
(17877,monthly,2 year (s))
(49834,monthly,1 year (s))
(51038,daily,17day (s))
(37702,monthly,7 year (s))
(13204,one-off)
(35141,monthly,1 year (s))
(54094,daily,10day (s))
(15789,daily,1 month (s))
(9991,yearly,33 year (s))
(40813,yearly,23 year (s))
(17527,daily,16day (s))
(44341,yearly,14 year (s))
(5263,daily,10day (s))
(55953,monthly,6 year (s))
(57755,yearly,12 year (s))
(24605,monthly,5 year (s))
(30570,yearly,8 year (s))
(13774,one-off)
(13746,yearly,1 year (s))
(9550,daily,1 month (s))
(30075,monthly,4 year (s))
(24056,one-off)
(17155,daily,9day (s))
(38133,one-off)
(39580,yearly,37 year (s))
(33122,yearly,9 year (s))
(33479,daily,1 month (s))
(4087,daily,1 month (s))
(3567,one-off)
(27260,yearly,26 year (s))
(20312,daily,1 month (s))
(34620,one-off)
(4320,yearly,16 year (s))
(37884,monthly,7 month (s))
(6205,daily,20day (s))
(39726,monthly,5 year (s))
(42954,daily,1 month (s))
(24369,yearly,7 year (s))
(3324,monthly,4 year (s))
(52372,daily,1 month (s))
(10900,monthly,5 year (s))
(38035,daily,1 month (s))
(9795,daily,11day (s))
(8487,yearly,3 year (s))
(47297,daily,0 month (s))
(56786,one-off)
(42579,yearly,6 month (s))
(13318,yearly,26 year (s))
(58168,yearly,6 year (s))
(31376,daily,1 month (s))
(4539,one-off)
(43628,monthly,1 year (s))
(55890,yearly,1 year (s))
(4533,daily,0 month (s))
(49886,daily,25day (s))
(47647,daily,1 month (s))
(20888,daily,19day (s))
(54433,yearly,28 year (s))
(22702,one-off)
(32231,yearly,27 year (s))
(39100,yearly,39 year (s))
(52009,one-off)
(54006,one-off)
(18695,yearly,40 year (s))
(45470,yearly,7 year (s))
(52730,monthly,2 year (s))
(7425,monthly,3 year (s))
(11206,yearly,9 year (s))
(46574,monthly,3 month (s))
(33115,yearly,21 year (s))
(9290,daily,1 month (s))
(44293,one-off)
(35756,yearly,21 year (s))
(14943,daily,1 month (s))
(40318,daily,1 month (s))
(42475,daily,24day (s))
(48043,monthly,1 year (s))
(42617,yearly,23 year (s))
(53868,monthly,4 year (s))
(57190,yearly,6 year (s))
(10262,daily,7day (s))
(43684,monthly,3 year (s))
(49543,one-off)
(57273,yearly,33 year (s))
(47844,yearly,7 year (s))
(42841,yearly,25 year (s))
(12528,daily,1 month (s))
(26059,yearly,4 year (s))
(31419,yearly,1 year (s))
(38263,daily,14day (s))
(27060,yearly,37 year (s))
(47125,yearly,13 year (s))
(11618,yearly,20 year (s))
(57917,monthly,5 year (s))
(26770,daily,1 month (s))
(23863,one-off)
(4204,one-off)
(22687,daily,1 month (s))
(17005,daily,1 month (s))
(26775,monthly,5 year (s))
(4386,one-off)
(3976,yearly,14 year (s))
(5012,monthly,7 year (s))
(21129,yearly,37 year (s))
(9894,daily,1 month (s))
(8787,monthly,0 year (s))
(23647,daily,15day (s))
(34760,yearly,14 year (s))
(26465,yearly,21 year (s))
(35412,yearly,3 year (s))
(45668,daily,1 month (s))
(54206,monthly,2 year (s))
(17662,daily,10day (s))
(28412,one-off)
(42832,monthly,3 year (s))
(50590,yearly,22 year (s))
(39113,monthly,4 year (s))
(42799,monthly,4 year (s))
(18128,daily,1 month (s))
(48528,monthly,7 year (s))
(3755,monthly,6 year (s))
(24010,daily,1 month (s))
(26659,monthly,7 month (s))
(44606,yearly,1 year (s))
(16479,yearly,7 year (s))
(46675,daily,18day (s))
(38467,yearly,13 year (s))
(34345,monthly,1 year (s))
(48853,one-off)
(5469,monthly,1 year (s))
(48409,monthly,2 year (s))
(19644,monthly,4 year (s))
(54827,daily,21day (s))
(14647,yearly,4 year (s))
(44900,daily,0 month (s))
(35210,monthly,7 year (s))
(19312,monthly,1 year (s))
(46372,daily,20day (s))
(41444,yearly,6 year (s))
(12745,yearly,25 year (s))
(6912,yearly,17 year (s))
(6274,yearly,19 year (s))
(52508,monthly,3 year (s))
(50548,one-off)
(9713,one-off)
(40384,one-off)
(36922,yearly,45 year (s))
(11838,daily,1 month (s))
(23293,yearly,3 year (s))
(45571,one-off)
(40826,daily,23day (s))
(11868,one-off)
(25174,one-off)
(9694,one-off)
(39905,yearly,10 year (s))
(44262,yearly,10 year (s))
(38634,yearly,13 year (s))
(12812,one-off)
(48852,yearly,14 year (s))
(51037,daily,1 month (s))
(36662,yearly,4 year (s))
(51890,monthly,9 month (s))
(33920,monthly,2 year (s))
(55820,monthly,3 year (s))
(13275,one-off)
(36392,monthly,6 year (s))
(37329,monthly,5 year (s))
(7441,yearly,9 year (s))
(15754,daily,1 month (s))
(3588,one-off)
(28468,daily,1 month (s))
(32972,monthly,2 year (s))
(51101,yearly,19 year (s))
(53643,one-off)
(31173,monthly,4 year (s))
(6239,monthly,5 year (s))
(39296,monthly,3 year (s))
(51744,one-off)
(23186,monthly,1 year (s))
(53640,daily,1 month (s))
(32386,daily,1 month (s))
(29545,one-off)
(54079,monthly,3 year (s))
(50270,yearly,18 year (s))
(39748,one-off)
(43504,daily,1 month (s))
(49678,yearly,25 year (s))
(25554,daily,8day (s))
(34084,monthly,5 year (s))
(28988,yearly,32 year (s))
(54528,monthly,7 year (s))
(42519,daily,18day (s))
(25281,daily,1 month (s))
(53214,yearly,32 year (s))
(5447,one-off)
(41377,yearly,6 year (s))
(5821,yearly,33 year (s))
(31366,monthly,3 month (s))
(17228,monthly,0 year (s))
(16179,daily,4day (s))
(12137,monthly,7 year (s))
(12359,yearly,4 year (s))
(16359,one-off)
(54419,one-off)
(17109,yearly,9 year (s))
(55418,yearly,23 year (s))
(33880,daily,20day (s))
(8812,monthly,6 year (s))
(16251,yearly,26 year (s))
(33556,daily,1 month (s))
(51693,yearly,5 year (s))
(7881,daily,1 month (s))
(44027,daily,1 month (s))
(46069,monthly,1 year (s))
(49720,monthly,4 year (s))
(56874,one-off)
(25102,one-off)
(31395,yearly,8 year (s))
(46067,daily,12day (s))
(44915,daily,1 month (s))
(56321,yearly,18 year (s))
(32547,monthly,2 year (s))
(55128,yearly,8 year (s))
(26047,daily,11day (s))
